Player_Name,Nation,Pos,Team,League,M_played,Starting_11,Minutes_Played,Goals,Assists,Goals_Assists,Goals_non_Penalty,Penalty_Goals,Yellow_Cards,Red_Cards
Ante Rebić,CRO,"FW,MF",Lecce,it_serie_a,22,6,595,1,0,1,1,0,3,1
Harrison Reed,ENG,MF,Fulham,eng_premier_league,10,0,78,0,0,0,0,0,2,0
Remy Rees-Dottin,ENG,FW,Bournemouth,eng_premier_league,1,0,1,0,0,0,0,0,0,0
Sergio Reguilón,ESP,DF,Tottenham,eng_premier_league,3,0,123,0,0,0,0,0,2,0
Bobby Reid,JAM,"FW,MF",Leicester City,eng_premier_league,20,7,639,1,2,3,1,0,2,0
Tijjani Reijnders,NED,MF,Milan,it_serie_a,27,26,2228,8,2,10,8,0,2,1
Pepe Reina,ESP,GK,Como,it_serie_a,10,10,900,0,0,0,0,0,0,0
Rocco Reitz,GER,MF,Gladbach,de_bundesliga,19,14,1254,1,1,2,1,0,1,0
Nicolai Remberg,GER,MF,Holstein Kiel,de_bundesliga,24,18,1727,0,1,1,0,0,7,0
Álex Remiro,ESP,GK,Real Sociedad,es_la_liga,26,26,2340,0,0,0,0,0,0,0
Devyne Rensch,NED,DF,Roma,it_serie_a,6,3,258,0,1,1,0,0,0,0
Guillaume Restes,FRA,GK,Toulouse,fr_ligue_1,21,21,1823,0,0,0,0,0,0,0
Mateo Retegui,ITA,FW,Atalanta,it_serie_a,26,22,1593,22,4,26,19,3,2,0
Elvis Rexhbeçaj,KVX,MF,Augsburg,de_bundesliga,19,19,1452,1,1,2,1,0,8,0
Gio Reyna,USA,MF,Dortmund,de_bundesliga,14,3,328,2,0,2,2,0,3,0
Chadi Riad,MAR,DF,Crystal Palace,eng_premier_league,1,1,90,0,0,0,0,0,0,0
Alexsandro Ribeiro,BRA,DF,Lille,fr_ligue_1,22,22,1980,0,1,1,0,0,8,0
Samuele Ricci,ITA,MF,Torino,it_serie_a,27,27,2278,1,1,2,1,0,7,0
Declan Rice,ENG,MF,Arsenal,eng_premier_league,26,24,2066,2,5,7,2,0,5,1
Chris Richards,USA,DF,Crystal Palace,eng_premier_league,17,15,1338,0,0,0,0,0,2,0
Amir Richardson,MAR,MF,Fiorentina,it_serie_a,19,6,720,0,0,0,0,0,5,0
Richarlison,BRA,FW,Tottenham,eng_premier_league,9,2,279,2,1,3,2,0,1,0
Diego Rico,ESP,DF,Getafe,es_la_liga,25,24,2157,0,3,3,0,0,6,0
Fabian Rieder,SUI,"MF,FW",Stuttgart,de_bundesliga,18,6,671,1,3,4,1,0,0,0
Player,N,Pos,Squad,comp,0,0,0,0,0,0,0,0,0,0
Luis Rioja,ESP,FW,Alavés,es_la_liga,1,0,23,0,0,0,0,0,0,0
Luis Rioja,ESP,"MF,FW",Valencia,es_la_liga,26,25,2149,5,2,7,3,2,4,0
Rodrigo Riquelme,ESP,"DF,MF",Atlético Madrid,es_la_liga,11,4,414,0,1,1,0,0,0,0
Alberto Risco,ESP,"MF,FW",Getafe,es_la_liga,5,0,69,0,0,0,0,0,0,0
Mihailo Ristić,SRB,"MF,DF",Celta Vigo,es_la_liga,5,3,202,0,1,1,0,0,1,0
Lars Ritzka,GER,"DF,MF",St. Pauli,de_bundesliga,15,9,691,0,0,0,0,0,1,0
Gorka Rivera Alonso,ESP,"DF,MF",Getafe,es_la_liga,1,0,20,0,0,0,0,0,0,0
Sergi Roberto,ESP,MF,Como,it_serie_a,10,7,619,0,1,1,0,0,3,0
Andrew Robertson,SCO,DF,Liverpool,eng_premier_league,27,24,2016,0,0,0,0,0,3,1
Antonee Robinson,USA,DF,Fulham,eng_premier_league,28,27,2449,0,10,10,0,0,7,0
Marc Roca,ESP,MF,Betis,es_la_liga,14,11,906,2,2,4,2,0,4,0
Rodri,ESP,MF,Manchester City,eng_premier_league,2,1,65,0,0,0,0,0,0,0
Rodri,ESP,FW,Betis,es_la_liga,3,1,118,0,0,0,0,0,0,0
Adrian Rodriguez,ESP,GK,Alavés,es_la_liga,1,0,32,0,0,0,0,0,1,0
Álvaro Rodríguez,URU,FW,Getafe,es_la_liga,16,5,609,2,0,2,2,0,4,0
Óscar Rodríguez Arnaiz,ESP,"MF,FW",Leganés,es_la_liga,20,10,991,1,3,4,1,0,4,1
Damián Rodríguez,ESP,MF,Celta Vigo,es_la_liga,13,7,713,0,0,0,0,0,3,0
Dani Rodríguez,ESP,"MF,FW",Mallorca,es_la_liga,27,19,1595,4,6,10,4,0,2,0
Guido Rodríguez,ARG,MF,West Ham,eng_premier_league,19,14,1017,0,0,0,0,0,5,0
James Rodríguez,COL,"MF,FW",Rayo Vallecano,es_la_liga,6,1,140,0,0,0,0,0,1,0
Javi Rodríguez,ESP,DF,Celta Vigo,es_la_liga,25,17,1677,2,2,4,2,0,5,0
Jesus Rodríguez,ESP,FW,Betis,es_la_liga,11,9,673,1,0,1,1,0,0,0
Kirian Rodríguez,ESP,MF,Las Palmas,es_la_liga,21,21,1758,0,3,3,0,0,2,0
Ricardo Rodríguez,SUI,DF,Betis,es_la_liga,13,10,869,0,0,0,0,0,0,0
Rodrygo,BRA,"FW,MF",Real Madrid,es_la_liga,24,19,1645,6,5,11,6,0,0,0
Player,N,Pos,Squad,comp,0,0,0,0,0,0,0,0,0,0
Mads Roerslev,DEN,DF,Brentford,eng_premier_league,19,11,1101,0,2,2,0,0,2,0
Mads Roerslev,DEN,DF,Wolfsburg,de_bundesliga,5,2,253,0,0,0,0,0,0,0
Morgan Rogers,ENG,"MF,FW",Aston Villa,eng_premier_league,28,28,2336,7,4,11,7,0,8,0
Merlin Röhl,GER,"MF,FW",Freiburg,de_bundesliga,16,11,912,0,1,1,0,0,2,0
Alessio Romagnoli,ITA,DF,Lazio,it_serie_a,23,22,1863,1,0,1,1,0,1,1
Leo Román,ESP,GK,Mallorca,es_la_liga,5,5,450,0,0,0,0,0,0,0
Carlos Romero,ESP,"DF,MF",Espanyol,es_la_liga,22,16,1483,2,1,3,2,0,5,0
Cristian Romero,ARG,DF,Tottenham,eng_premier_league,13,13,1034,1,0,1,1,0,1,0
Isaac Romero,ESP,FW,Sevilla,es_la_liga,23,22,1797,3,2,5,3,0,8,0
Luka Romero,ARG,"FW,MF",Alavés,es_la_liga,6,2,199,0,0,0,0,0,0,0
Oriol Romeu,ESP,MF,Girona,es_la_liga,17,14,1064,0,0,0,0,0,5,0
Valentin Rongier,FRA,"MF,DF",Marseille,fr_ligue_1,17,10,944,2,1,3,2,0,4,0
Marten de Roon,NED,"MF,DF",Atalanta,it_serie_a,27,25,2248,4,3,7,4,0,5,0
Vitor Roque,BRA,FW,Betis,es_la_liga,22,14,1235,4,0,4,4,0,4,0
Pablo Rosario,NED,"MF,DF",Nice,fr_ligue_1,21,15,1286,2,1,3,1,1,2,1
Lasse Rosenboom,GER,DF,Holstein Kiel,de_bundesliga,17,12,1083,1,1,2,1,0,0,0
Max Rosenfelder,GER,DF,Freiburg,de_bundesliga,18,8,850,0,0,0,0,0,1,0
Valentin Rosier,FRA,DF,Leganés,es_la_liga,24,20,1903,1,2,3,1,0,6,0
Tom Rothe,GER,"DF,MF",Union Berlin,de_bundesliga,19,14,1220,2,2,4,2,0,4,1
Anthony Rouault,FRA,DF,Rennes,fr_ligue_1,2,2,162,0,0,0,0,0,1,0
Anthony Rouault,FRA,DF,Stuttgart,de_bundesliga,18,14,1212,1,0,1,1,0,1,0
Jonas Rouhi,SWE,DF,Juventus,it_serie_a,5,1,210,0,0,0,0,0,0,0
Jérôme Roussillon,FRA,"DF,MF",Union Berlin,de_bundesliga,5,1,111,0,0,0,0,0,0,0
Nicolò Rovella,ITA,MF,Lazio,it_serie_a,23,21,1914,0,2,2,0,0,10,0
Jon Rowe,ENG,"FW,MF",Marseille,fr_ligue_1,20,3,519,2,2,4,2,0,2,0
Player,N,Pos,Squad,comp,0,0,0,0,0,0,0,0,0,0
Amir Rrahmani,KVX,DF,Napoli,it_serie_a,28,28,2520,1,2,3,1,0,2,0
Tommaso Rubino,ITA,MF,Fiorentina,it_serie_a,1,0,8,0,0,0,0,0,0,0
Antonio Rüdiger,GER,DF,Real Madrid,es_la_liga,24,22,1901,0,0,0,0,0,3,0
Matteo Ruggeri,ITA,DF,Atalanta,it_serie_a,22,17,1479,0,2,2,0,0,2,0
Aitor Ruibal,ESP,"FW,DF",Betis,es_la_liga,19,7,677,0,2,2,0,0,3,0
Abel Ruiz,ESP,FW,Girona,es_la_liga,17,14,1099,4,0,4,3,1,3,0
Ferrán Ruiz,ESP,MF,Girona,es_la_liga,1,0,18,0,0,0,0,0,0,0
Fabián Ruiz Peña,ESP,MF,Paris S-G,fr_ligue_1,23,15,1426,3,1,4,3,0,0,0
Gerónimo Rulli,ARG,GK,Marseille,fr_ligue_1,25,25,2250,0,0,0,0,0,1,0
Georginio Rutter,FRA,"MF,FW",Brighton,eng_premier_league,27,18,1582,5,3,8,5,0,2,0
Mathew Ryan,AUS,GK,Lens,fr_ligue_1,5,5,450,0,0,0,0,0,0,0
Julian Ryerson,NOR,DF,Dortmund,de_bundesliga,20,19,1546,1,1,2,1,0,5,1
Frederik Rønnow,DEN,GK,Union Berlin,de_bundesliga,20,20,1800,0,0,0,0,0,2,0
José Sá,POR,GK,Wolves,eng_premier_league,21,21,1890,0,0,0,0,0,1,0
Elias Saad,TUN,"FW,MF",St. Pauli,de_bundesliga,12,6,608,2,2,4,2,0,1,0
Youssouf Sabaly,SEN,DF,Betis,es_la_liga,17,15,1267,0,0,0,0,0,1,0
Emmanuel Sabbi,USA,"FW,MF",Le Havre,fr_ligue_1,15,7,653,0,0,0,0,0,1,0
Stefano Sabelli,ITA,DF,Genoa,it_serie_a,24,16,1480,0,1,1,0,0,2,0
Marcel Sabitzer,AUT,"MF,FW",Dortmund,de_bundesliga,22,16,1440,0,0,0,0,0,2,0
Falaye Sacko,MLI,DF,Montpellier,fr_ligue_1,12,11,953,0,1,1,0,0,1,0
Umar Sadiq,NGA,FW,Valencia,es_la_liga,7,3,368,4,0,4,4,0,2,0
Umar Sadiq,NGA,FW,Real Sociedad,es_la_liga,7,2,227,0,0,0,0,0,1,0
Alexis Saelemaekers,BEL,"DF,FW",Roma,it_serie_a,15,11,883,6,2,8,6,0,3,0
Alexis Saelemaekers,BEL,"DF,FW",Milan,it_serie_a,1,1,90,0,0,0,0,0,0,0
Jorge Sáenz,ESP,DF,Leganés,es_la_liga,15,11,985,1,0,1,1,0,3,1
Player,N,Pos,Squad,comp,0,0,0,0,0,0,0,0,0,0
Matvei Safonov,RUS,GK,Paris S-G,fr_ligue_1,7,6,609,0,0,0,0,0,0,0
Modibo Sagnan,MLI,DF,Montpellier,fr_ligue_1,22,20,1780,2,0,2,2,0,9,0
Richie Sagrado,BEL,DF,Venezia,it_serie_a,3,3,140,0,0,0,0,0,1,0
Osame Sahraoui,MAR,"FW,MF",Lille,fr_ligue_1,21,9,1056,3,3,6,3,0,1,0
Wesley Saïd,FRA,"FW,MF",Lens,fr_ligue_1,16,8,631,1,0,1,1,0,3,0
Théo Sainte-Luce,FRA,DF,Montpellier,fr_ligue_1,11,6,646,1,0,1,1,0,3,0
Bukayo Saka,ENG,"FW,MF",Arsenal,eng_premier_league,16,16,1268,5,10,15,4,1,3,0
Faik Sakar,GER,MF,RB Leipzig,de_bundesliga,1,0,1,0,0,0,0,0,0,0
Marco Sala,ITA,DF,Como,it_serie_a,8,3,261,0,0,0,0,0,3,0
Marco Sala,ITA,DF,Lecce,it_serie_a,1,0,27,0,0,0,0,0,0,0
Ibrahim Salah,MAR,FW,Brest,fr_ligue_1,12,4,358,1,1,2,1,0,0,0
Mohamed Salah,EGY,FW,Liverpool,eng_premier_league,29,29,2568,27,17,44,18,9,1,0
Anass Salah-Eddine,NED,DF,Roma,it_serie_a,3,2,152,0,1,1,0,0,0,0
Amine Salama,FRA,FW,Reims,fr_ligue_1,17,2,373,0,0,0,0,0,0,0
Jan Salas,ESP,MF,Mallorca,es_la_liga,2,0,19,0,0,0,0,0,0,0
Kike Salas,ESP,DF,Sevilla,es_la_liga,21,15,1385,1,2,3,1,0,3,0
Manolis Saliakas,GRE,"MF,DF",St. Pauli,de_bundesliga,21,17,1540,1,0,1,1,0,3,0
William Saliba,FRA,DF,Arsenal,eng_premier_league,26,26,2274,2,0,2,2,0,2,1
Mohammed Salisu,GHA,DF,Monaco,fr_ligue_1,13,11,1020,1,0,1,1,0,2,0
Roland Sallai,HUN,"FW,MF",Freiburg,de_bundesliga,2,0,46,0,0,0,0,0,0,0
Yoann Salmier,GUF,DF,Le Havre,fr_ligue_1,13,9,797,0,0,0,0,0,3,0
Lazar Samardzic,SRB,"MF,FW",Atalanta,it_serie_a,25,6,975,2,1,3,2,0,2,0
Diadie Samassékou,MLI,MF,Hoffenheim,de_bundesliga,8,6,290,0,0,0,0,0,0,0
Mama Samba Baldé,GNB,FW,Lyon,fr_ligue_1,2,0,33,0,0,0,0,0,0,0
Mama Samba Baldé,GNB,FW,Brest,fr_ligue_1,20,11,990,2,3,5,2,0,2,0
Player,N,Pos,Squad,comp,0,0,0,0,0,0,0,0,0,0
Brice Samba,FRA,GK,Rennes,fr_ligue_1,8,8,720,0,0,0,0,0,3,0
Brice Samba,FRA,GK,Lens,fr_ligue_1,15,15,1350,0,0,0,0,0,1,0
Albert Sambi Lokonga,BEL,MF,Sevilla,es_la_liga,16,12,1138,0,2,2,0,0,4,0
Junior Sambia,FRA,"DF,FW",Empoli,it_serie_a,10,0,169,0,0,0,0,0,0,0
Chuky san jose,ESP,"MF,FW",Valladolid,es_la_liga,9,4,318,0,0,0,0,0,1,0
Antonio Sanabria,PAR,FW,Torino,it_serie_a,21,14,1122,2,1,3,2,0,1,0
Oihan Sancet,ESP,MF,Athletic Club,es_la_liga,21,17,1347,13,1,14,11,2,2,0
Alexis Sánchez,CHI,FW,Udinese,it_serie_a,8,4,305,0,0,0,0,0,0,0
Antonio Sánchez,ESP,"MF,DF",Mallorca,es_la_liga,22,7,927,0,0,0,0,0,2,0
Iván Sánchez,ESP,"MF,FW",Valladolid,es_la_liga,22,8,923,1,1,2,1,0,4,0
Javi Sánchez,ESP,DF,Valladolid,es_la_liga,20,20,1659,1,0,1,1,0,4,0
Juanlu Sánchez,ESP,"MF,DF",Sevilla,es_la_liga,22,12,1122,4,3,7,4,0,4,1
Manu Sánchez,ESP,DF,Alavés,es_la_liga,23,20,1775,1,0,1,1,0,6,0
Robert Sánchez,ESP,GK,Chelsea,eng_premier_league,22,22,1980,0,0,0,0,0,5,0
Jadon Sancho,ENG,FW,Chelsea,eng_premier_league,22,15,1355,2,4,6,2,0,1,0
Philipp Sander,GER,MF,Gladbach,de_bundesliga,23,13,1161,1,0,1,1,0,2,0
James Sands,USA,"MF,DF",St. Pauli,de_bundesliga,7,5,453,0,0,0,0,0,1,0
Leroy Sané,GER,FW,Bayern Munich,de_bundesliga,21,12,1110,6,4,10,6,0,2,0
Arouna Sangante,SEN,DF,Le Havre,fr_ligue_1,10,10,792,2,0,2,2,0,3,1
Ibrahim Sangaré,CIV,MF,Nott'ham Forest,eng_premier_league,7,3,274,0,1,1,0,0,2,0
Nhoa Sangui,FRA,"DF,MF",Reims,fr_ligue_1,21,9,949,0,1,1,0,0,3,0
Maroan Sannadi,ESP,FW,Athletic Club,es_la_liga,5,2,217,1,0,1,1,0,0,0
Kaishu Sano,JPN,MF,Mainz 05,de_bundesliga,25,25,2233,0,0,0,0,0,3,0
Nicola Sansone,ITA,"MF,FW",Lecce,it_serie_a,5,0,65,0,0,0,0,0,1,0
Baptiste Santamaria,FRA,MF,Nice,fr_ligue_1,7,7,599,0,0,0,0,0,0,0
Player,N,Pos,Squad,comp,0,0,0,0,0,0,0,0,0,0
Baptiste Santamaria,FRA,MF,Rennes,fr_ligue_1,10,5,482,0,1,1,0,0,1,0
Jesús Santiago,ESP,MF,Getafe,es_la_liga,15,4,317,0,0,0,0,0,5,0
Andrey Santos,BRA,MF,Strasbourg,fr_ligue_1,23,23,2045,7,1,8,7,0,5,0
Kauã Santos,BRA,GK,Eint Frankfurt,de_bundesliga,5,4,405,0,0,0,0,0,0,0
Tiago Santos,POR,DF,Lille,fr_ligue_1,7,4,404,0,0,0,0,0,1,0
Pablo Sarabia,ESP,"MF,FW",Wolves,eng_premier_league,14,6,542,1,1,2,1,0,2,0
Jeremy Sarmiento,ECU,MF,Brighton,eng_premier_league,1,0,9,0,0,0,0,0,0,0
Amin Sarr,SWE,FW,Hellas Verona,it_serie_a,22,15,1150,3,1,4,3,0,0,0
Ismaila Sarr,SEN,"MF,FW",Crystal Palace,eng_premier_league,28,21,1930,7,3,10,7,0,3,0
Malang Sarr,FRA,DF,Lens,fr_ligue_1,13,11,1014,0,0,0,0,0,0,0
Mamadou Sarr,FRA,DF,Strasbourg,fr_ligue_1,19,19,1667,0,1,1,0,0,3,0
Martin Satriano,URU,"FW,DF",Lens,fr_ligue_1,4,0,41,0,0,0,0,0,0,0
Razvan Sava,ROU,GK,Udinese,it_serie_a,12,12,1080,0,0,0,0,0,1,0
Téji Savanier,FRA,MF,Montpellier,fr_ligue_1,23,23,1967,2,5,7,0,2,3,1
Sávio,BRA,"FW,MF",Manchester City,eng_premier_league,23,18,1507,1,7,8,1,0,2,0
Nicolò Savona,ITA,DF,Juventus,it_serie_a,22,16,1405,2,1,3,2,0,3,0
Saba Sazonov,GEO,DF,Torino,it_serie_a,1,0,3,0,0,0,0,0,0,0
Joe Scally,USA,DF,Gladbach,de_bundesliga,23,23,1920,0,0,0,0,0,5,0
Giorgio Scalvini,ITA,DF,Atalanta,it_serie_a,6,4,272,0,0,0,0,0,2,0
Gianluca Scamacca,ITA,FW,Atalanta,it_serie_a,1,0,6,0,0,0,0,0,0,0
Oliver Scarles,ENG,DF,West Ham,eng_premier_league,10,3,406,0,0,0,0,0,1,0
Dane Scarlett,ENG,FW,Tottenham,eng_premier_league,2,0,29,0,1,1,0,0,0,0
Kevin Schade,GER,FW,Brentford,eng_premier_league,28,16,1491,7,2,9,7,0,2,0
András Schäfer,HUN,MF,Union Berlin,de_bundesliga,17,10,912,1,1,2,1,0,2,0
Fabian Schär,SUI,DF,Newcastle Utd,eng_premier_league,24,23,2052,2,0,2,2,0,5,1
Player,N,Pos,Squad,comp,0,0,0,0,0,0,0,0,0,0
Patrik Schick,CZE,FW,Leverkusen,de_bundesliga,22,12,1071,16,0,16,16,0,4,0
Stefan Schimmer,GER,"FW,MF",Heidenheim,de_bundesliga,10,0,222,0,0,0,0,0,1,0
Joël Schingtienne,BEL,DF,Venezia,it_serie_a,8,5,511,0,0,0,0,0,2,0
Xaver Schlager,AUT,MF,RB Leipzig,de_bundesliga,4,2,181,0,0,0,0,0,1,0
Keven Schlotterbeck,GER,DF,Augsburg,de_bundesliga,16,14,1177,3,1,4,3,0,4,1
Nico Schlotterbeck,GER,DF,Dortmund,de_bundesliga,21,21,1802,0,2,2,0,0,6,2
Jeffrey Schlupp,GHA,"MF,DF",Crystal Palace,eng_premier_league,12,0,103,0,0,0,0,0,0,0
Romano Schmid,AUT,MF,Werder Bremen,de_bundesliga,23,23,2047,2,3,5,2,0,3,0
Niklas Schmidt,GER,MF,Toulouse,fr_ligue_1,9,2,205,0,1,1,0,0,0,0
Jan Schöppner,GER,MF,Heidenheim,de_bundesliga,24,23,1975,3,2,5,3,0,5,0
Marvin Schulz,GER,"DF,MF",Holstein Kiel,de_bundesliga,10,3,274,0,0,0,0,0,2,0
Alexander Schwolow,GER,GK,Union Berlin,de_bundesliga,5,5,450,0,0,0,0,0,0,0
Léo Scienza,BRA,"FW,MF",Heidenheim,de_bundesliga,20,12,984,3,2,5,3,0,0,0
Alex Scott,ENG,MF,Bournemouth,eng_premier_league,12,2,380,0,0,0,0,0,1,0
Simone Scuffet,ITA,GK,Cagliari,it_serie_a,13,13,1170,0,0,0,0,0,0,0
Jérémy Sebas,MTQ,"FW,MF",Strasbourg,fr_ligue_1,13,1,190,0,0,0,0,0,0,0
Aleksandar Sedlar,SRB,DF,Alavés,es_la_liga,7,5,426,0,0,0,0,0,1,1
Jacopo Seghetti,ITA,GK,Empoli,it_serie_a,1,1,90,0,0,0,0,0,0,0
Alidu Seidu,GHA,DF,Rennes,fr_ligue_1,11,10,803,0,0,0,0,0,4,0
Nicolas Seiwald,AUT,"DF,MF",RB Leipzig,de_bundesliga,21,11,1307,0,0,0,0,0,2,0
Hiroki Sekine,JPN,DF,Reims,fr_ligue_1,6,3,319,0,0,0,0,0,0,0
Matz Sels,BEL,GK,Nott'ham Forest,eng_premier_league,28,28,2520,0,0,0,0,0,2,0
Nélson Semedo,POR,DF,Wolves,eng_premier_league,24,23,2056,0,4,4,0,0,7,0
Antoine Semenyo,GHA,FW,Bournemouth,eng_premier_league,27,27,2375,7,4,11,7,0,8,0
Marvin Senaya,TOG,DF,Strasbourg,fr_ligue_1,10,1,227,0,0,0,0,0,3,0
Player,N,Pos,Squad,comp,0,0,0,0,0,0,0,0,0,0
Marcos Senesi,ARG,DF,Bournemouth,eng_premier_league,11,11,917,0,0,0,0,0,4,0
Stefano Sensi,ITA,MF,Monza,it_serie_a,8,2,211,1,0,1,0,1,0,0
Suat Serdar,GER,MF,Hellas Verona,it_serie_a,14,12,937,1,1,2,1,0,4,1
Sergi,ESP,DF,Leganés,es_la_liga,26,25,2238,2,0,2,2,0,2,1
Nicolás Serrano,ESP,FW,Athletic Club,es_la_liga,4,1,112,0,0,0,0,0,0,0
Benjamin Šeško,SVN,"FW,MF",RB Leipzig,de_bundesliga,24,23,1778,10,4,14,9,1,2,1
Ryan Sessegnon,ENG,"DF,MF",Fulham,eng_premier_league,6,1,92,1,0,1,1,0,0,0
Stephan El Shaarawy,ITA,"DF,MF",Roma,it_serie_a,21,11,940,3,3,6,3,0,2,0
Luke Shaw,ENG,DF,Manchester Utd,eng_premier_league,2,0,70,0,0,0,0,0,0,0
Alen Sherri,ALB,GK,Cagliari,it_serie_a,6,6,540,0,0,0,0,0,0,0
Eldor Shomurodov,UZB,FW,Roma,it_serie_a,17,5,542,2,2,4,2,0,1,0
Djibril Sidibé,FRA,DF,Toulouse,fr_ligue_1,19,15,1342,0,2,2,0,0,1,0
Armindo Sieb,GER,"FW,MF",Mainz 05,de_bundesliga,23,5,723,2,2,4,2,0,2,0
Vincent Sierro,SUI,MF,Toulouse,fr_ligue_1,20,18,1596,3,1,4,1,2,4,0
Tim Siersleben,GER,DF,Heidenheim,de_bundesliga,9,7,567,0,0,0,0,0,3,0
Zain Silcott-Duberry,MSR,FW,Bournemouth,eng_premier_league,1,0,1,0,0,0,0,0,0,0
Kiliann Sildillia,FRA,DF,Freiburg,de_bundesliga,14,6,619,2,0,2,2,0,2,0
André Silva,POR,FW,Werder Bremen,de_bundesliga,5,3,303,0,0,0,0,0,1,0
André Silva,POR,"FW,MF",RB Leipzig,de_bundesliga,8,0,132,1,2,3,0,1,0,0
Bernardo Silva,POR,"MF,FW",Manchester City,eng_premier_league,25,22,2023,2,4,6,2,0,5,0
Caio Henrique Oliveira Silva,BRA,DF,Monaco,fr_ligue_1,18,12,1158,0,4,4,0,0,1,0
Fábio Silva,POR,FW,Las Palmas,es_la_liga,19,17,1428,7,2,9,6,1,7,0
Jota Silva,POR,"FW,MF",Nott'ham Forest,eng_premier_league,24,4,715,1,1,2,1,0,4,0
Eric da Silva Moreira,GER,"MF,DF",Nott'ham Forest,eng_premier_league,2,0,30,0,0,0,0,0,0,0
Rui Silva,POR,GK,Betis,es_la_liga,15,15,1350,0,0,0,0,0,1,0
Player,N,Pos,Squad,comp,0,0,0,0,0,0,0,0,0,0
Marco Silvestri,ITA,GK,Empoli,it_serie_a,4,4,360,0,0,0,0,0,0,0
Abdallah Sima,SEN,"FW,MF",Brest,fr_ligue_1,20,10,899,4,2,6,4,0,2,0
Mohamed Simakan,FRA,DF,RB Leipzig,de_bundesliga,1,1,54,0,0,0,0,0,0,0
Giovanni Simeone,ARG,FW,Napoli,it_serie_a,23,1,362,1,1,2,1,0,1,0
Giuliano Simeone,ARG,"MF,DF",Atlético Madrid,es_la_liga,22,16,1210,1,4,5,1,0,3,0
Moses Simon,NGA,"FW,MF",Nantes,fr_ligue_1,23,22,1831,6,7,13,3,3,1,0
Unai Simón,ESP,GK,Athletic Club,es_la_liga,10,10,900,0,0,0,0,0,0,0
Xavi Simons,NED,MF,RB Leipzig,de_bundesliga,17,17,1461,6,3,9,6,0,4,0
Jahmai Simpson-Pusey,ENG,DF,Manchester City,eng_premier_league,2,1,96,0,0,0,0,0,1,0
Danel Sinani,LUX,"FW,MF",St. Pauli,de_bundesliga,17,5,510,1,1,2,1,0,2,0
Lassine Sinayoko,MLI,"FW,MF",Auxerre,fr_ligue_1,25,18,1623,2,4,6,1,1,4,0
Wilfried Singo,CIV,DF,Monaco,fr_ligue_1,18,14,1286,1,2,3,1,0,3,0
Luis Sinisterra,COL,"FW,MF",Bournemouth,eng_premier_league,11,1,218,1,1,2,1,0,0,0
Daley Sinkgraven,NED,DF,Las Palmas,es_la_liga,2,1,91,0,0,0,0,0,0,0
Tobias Sippel,GER,GK,Gladbach,de_bundesliga,1,0,59,0,0,0,0,0,0,0
Jailson Siqueira,BRA,"DF,MF",Celta Vigo,es_la_liga,10,6,539,0,0,0,0,0,1,0
Ayanda Sishuba,BEL,FW,Rennes,fr_ligue_1,1,0,3,0,0,0,0,0,0,0
Ibrahim Sissoko,MLI,FW,Saint-Étienne,fr_ligue_1,17,8,809,3,1,4,2,1,1,0
Ibrahima Sissoko,MLI,MF,Bochum,de_bundesliga,24,22,1962,2,1,3,2,0,6,0
Niama Sissoko,MLI,"FW,MF",Reims,fr_ligue_1,4,0,47,0,0,0,0,0,0,0
Antonio Sivera,ESP,GK,Alavés,es_la_liga,23,23,2000,0,0,0,0,0,4,1
Tim Skarke,GER,"FW,MF",Union Berlin,de_bundesliga,24,9,882,0,1,1,0,0,1,0
Ellyes Skhiri,TUN,MF,Eint Frankfurt,de_bundesliga,21,18,1535,0,1,1,0,0,5,0
Oliver Skipp,ENG,MF,Leicester City,eng_premier_league,16,7,779,0,0,0,0,0,4,0
Leo Skiri Østigård,NOR,DF,Rennes,fr_ligue_1,16,14,1227,1,0,1,1,0,4,0
Player,N,Pos,Squad,comp,0,0,0,0,0,0,0,0,0,0
Leo Skiri Østigård,NOR,DF,Hoffenheim,de_bundesliga,4,4,360,0,0,0,0,0,0,0
Łukasz Skorupski,POL,GK,Bologna,it_serie_a,20,20,1800,0,0,0,0,0,1,0
Andreas Skov Olsen,DEN,"FW,MF",Wolfsburg,de_bundesliga,6,2,266,0,1,1,0,0,0,0
Robert Skov,DEN,"DF,MF",Union Berlin,de_bundesliga,15,11,852,2,2,4,1,1,1,0
Milan Škriniar,SVK,DF,Paris S-G,fr_ligue_1,5,4,382,0,0,0,0,0,1,0
Steven Skrzybski,GER,"FW,MF",Holstein Kiel,de_bundesliga,15,7,707,6,1,7,5,1,0,0
Naatan Skyttä,FIN,FW,Toulouse,fr_ligue_1,1,0,5,0,0,0,0,0,0,0
William Smallbone,IRL,MF,Southampton,eng_premier_league,12,6,555,1,0,1,1,0,1,0
Adam Smith,ENG,DF,Bournemouth,eng_premier_league,17,12,1035,0,0,0,0,0,4,0
Eric Smith,SWE,"DF,MF",St. Pauli,de_bundesliga,23,23,2017,1,0,1,1,0,5,0
Justin Smith,CAN,MF,Espanyol,es_la_liga,5,3,209,0,0,0,0,0,0,0
Emile Smith Rowe,ENG,MF,Fulham,eng_premier_league,25,21,1653,5,2,7,5,0,1,0
Ivan Smolčić,CRO,DF,Como,it_serie_a,5,5,415,0,0,0,0,0,1,0
Eduard Sobol,UKR,DF,Strasbourg,fr_ligue_1,8,0,80,0,0,0,0,0,2,0
